#,접수번호,접수일자,검체유형_x,시설명,시료명_x,의뢰기관,의뢰자_x,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소_x,처리기간,처리일,수수료,항목수_x,번호,채취장소_y,의뢰자_y,검체유형_y,시료명_y,접수일,항목수_y,폼알데하이드,PM10,PM2.5,CO2,부유세균,라돈,라돈(밀폐),벤젠,톨루엔,에틸벤젠,자일렌,스틸렌,일산화탄소,염화수소,암모니아,시안화수소,페놀화합물,크롬화합물,먼지,구리화합물,질소산화물,수은화합물,카드뮴화합물,황화수소,니켈및그화합물,포름알데히드,불소화합물,아연화합물,매연,비소화합물,유류 중 황함유량,철화합물,트리클로로에틸렌,아크릴로니트릴,"1,2-Dichlorethane",Carbon tetrachloride,테트라클로로에틸렌,클로로포름,황산화물,이황화탄소,총탄화수소,납화합물
,2792400094-02,2024-04-08,실내공기질/실내공기질/나,짐랜드 어린이집,3F 강당,포천시,포천시장,,결과승인완료,1,총부유세균,,,,2024-04-22,관원,,,부적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5655,2024-04-22,2024-04-22,대기환경팀(B),김지영,,,,,어린이집,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-08,경기 포천시 송선로 203 (설운동),12,2024-04-24,0,5,173,경기 포천시 송선로 203 (설운동),포천시장,실내공기질/실내공기질/나,3F 강당,04-08,5/5,20.2,33.2,13.7,705.0,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400095-01,2024-04-11,실내공기질/실내공기질/나,서울베스트케어,1층 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,노인요양시설,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 광릉수목원로 1159-1,11,2024-04-25,0,5,174,경기 포천시 소흘읍 광릉수목원로 1159-1 ,포천시장,실내공기질/실내공기질/나,1층 로비,04-11,5/5,16.1,34.6,18.9,449.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400095-02,2024-04-11,실내공기질/실내공기질/나,서울베스트케어,4층 생활실,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,노인요양시설,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 광릉수목원로 1159-1,11,2024-04-25,0,5,175,경기 포천시 소흘읍 광릉수목원로 1159-1 ,포천시장,실내공기질/실내공기질/나,4층 생활실,04-11,5/5,32.0,26.3,9.5,664.0,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400096-01,2024-04-11,실내공기질/실내공기질/나,드림시니어케어,1층 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,노인요양시설,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 광릉수목원로 1159-2,11,2024-04-25,0,5,176,경기 포천시 소흘읍 광릉수목원로 1159-2 ,포천시장,실내공기질/실내공기질/나,1층 로비,04-11,5/5,15.3,36.0,9.7,526.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400096-02,2024-04-11,실내공기질/실내공기질/나,드림시니어케어,4층 생활관,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,노인요양시설,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 광릉수목원로 1159-2,11,2024-04-25,0,5,177,경기 포천시 소흘읍 광릉수목원로 1159-2 ,포천시장,실내공기질/실내공기질/나,4층 생활관,04-11,5/5,44.3,27.6,16.3,851.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400097-01,2024-04-11,실내공기질/실내공기질/나,J아람어린이집,1F 복도,포천시,포천시장,,결과승인완료,1,총부유세균,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,어린이집,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 검바위1길 14-59,11,2024-04-25,0,5,178,경기 포천시 소흘읍 검바위1길 14-59 ,포천시장,실내공기질/실내공기질/나,1F 복도,04-11,5/5,11.9,46.9,18.7,734.0,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400097-02,2024-04-11,실내공기질/실내공기질/나,J아람어린이집,2F 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,어린이집,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 검바위1길 14-59,11,2024-04-25,0,5,179,경기 포천시 소흘읍 검바위1길 14-59 ,포천시장,실내공기질/실내공기질/나,2F 복도,04-11,5/5,12.1,24.2,10.5,593.0,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400098-01,2024-04-11,실내공기질/실내공기질/나,올리어린이집,1F 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,어린이집,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 태봉로63번길 13,11,2024-04-25,0,5,180,경기 포천시 소흘읍 태봉로63번길 13 ,포천시장,실내공기질/실내공기질/나,1F 로비,04-11,5/5,14.5,35.3,18.0,588.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400098-02,2024-04-11,실내공기질/실내공기질/나,올리어린이집,2F 소리반,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5704,2024-04-23,2024-04-23,대기환경팀(B),김지영,,,,,어린이집,경기 포천시 중앙로 92 2층 (신읍동),,,,2024-04-11,경기 포천시 소흘읍 태봉로63번길 13,11,2024-04-25,0,5,181,경기 포천시 소흘읍 태봉로63번길 13 ,포천시장,실내공기질/실내공기질/나,2F 소리반,04-11,5/5,30.6,28.3,14.0,804.0,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400101-01,2024-04-16,실내공기질/실내공기질/나,아이정원어린이집,1층 로비,포천시,포천시장,,결과승인완료,1,총부유세균,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 왕방로252번길 8 (신읍동),11,2024-04-30,0,5,186,경기 포천시 왕방로252번길 8 (신읍동),포천시장,실내공기질/실내공기질/나,1층 로비,04-16,5/5,24.0,53.7,18.0,828.0,1173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400101-02,2024-04-16,실내공기질/실내공기질/나,아이정원어린이집,2층 예다움반,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 왕방로252번길 8 (신읍동),11,2024-04-30,0,5,187,경기 포천시 왕방로252번길 8 (신읍동),포천시장,실내공기질/실내공기질/나,2층 예다움반,04-16,5/5,16.1,46.7,10.4,698.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400102-01,2024-04-16,실내공기질/실내공기질/나,포천분도마을,1층 휴게실,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 자작로4길 71 (자작동),11,2024-04-30,0,5,188,경기 포천시 자작로4길 71 (자작동),포천시장,실내공기질/실내공기질/나,1층 휴게실,04-16,5/5,20.8,30.4,9.1,368.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400102-02,2024-04-16,실내공기질/실내공기질/나,포천분도마을,1층 다목적실,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 자작로4길 71 (자작동),11,2024-04-30,0,5,189,경기 포천시 자작로4길 71 (자작동),포천시장,실내공기질/실내공기질/나,1층 다목적실,04-16,5/5,10.0,40.4,26.0,440.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400103-01,2024-04-16,실내공기질/실내공기질/가,시크릿피시방,4층 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,인터넷컴퓨터게임시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 솔모루로 31,11,2024-04-30,0,4,190,경기 포천시 소흘읍 솔모루로 31 ,포천시장,실내공기질/실내공기질/가,4층 로비,04-16,4/4,22.2,42.6,10.8,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400103-02,2024-04-16,실내공기질/실내공기질/가,시크릿피시방,4층 289좌석,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,인터넷컴퓨터게임시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 솔모루로 31,11,2024-04-30,0,4,191,경기 포천시 소흘읍 솔모루로 31 ,포천시장,실내공기질/실내공기질/가,4층 289좌석,04-16,4/4,33.2,48.6,16.2,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400104-01,2024-04-16,실내공기질/실내공기질/나,우리가족요양원,1층 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 죽엽산로35번길 36-25,11,2024-04-30,0,5,192,경기 포천시 소흘읍 죽엽산로35번길 36-25 ,포천시장,실내공기질/실내공기질/나,1층 로비,04-16,5/5,29.4,50.8,14.3,541.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400104-02,2024-04-16,실내공기질/실내공기질/나,우리가족요양원,3층 거실,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 죽엽산로35번길 36-25,11,2024-04-30,0,5,193,경기 포천시 소흘읍 죽엽산로35번길 36-25 ,포천시장,실내공기질/실내공기질/나,3층 거실,04-16,5/5,26.2,60.1,10.5,564.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400106-01,2024-04-18,실내공기질/실내공기질/나,산내들어린이집,유희실,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 영북로 206 (산내들 아이파크),11,2024-05-02,0,5,195,경기 포천시 영북면 영북로 206 (산내들 아이파크),포천시장,실내공기질/실내공기질/나,유희실,04-18,5/5,12.0,26.8,16.4,647.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400106-02,2024-04-18,실내공기질/실내공기질/나,산내들어린이집,도서영역,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 영북로 206 (산내들 아이파크),11,2024-05-02,0,5,196,경기 포천시 영북면 영북로 206 (산내들 아이파크),포천시장,실내공기질/실내공기질/나,도서영역,04-18,5/5,11.2,21.4,13.9,414.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400107-01,2024-04-18,실내공기질/실내공기질/가,클라우드시네마,로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,영화상영관,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 운천로23번길 7-8,11,2024-05-02,0,4,197,경기 포천시 영북면 운천로23번길 7-8 ,포천시장,실내공기질/실내공기질/가,로비,04-18,4/4,12.7,53.6,13.6,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400107-02,2024-04-18,실내공기질/실내공기질/가,클라우드시네마,2층 상영관,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,영화상영관,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 운천로23번길 7-8,11,2024-05-02,0,4,198,경기 포천시 영북면 운천로23번길 7-8 ,포천시장,실내공기질/실내공기질/가,2층 상영관,04-18,4/4,10.5,35.4,10.7,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400111-01,2024-04-22,실내공기질/실내공기질/나,가평푸른숲요양병원,1층 로비(본관),가평군,가평군수,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경정책과-1907,2024-01-18,경기도보건환경연구원북부지원-6377,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 가평군 석봉로 181,,,,2024-04-22,경기 가평군 상면 물골길 262-23,11,2024-05-07,0,5,202,경기 가평군 상면 물골길 262-23 ,가평군수,실내공기질/실내공기질/나,1층 로비(본관),04-22,5/5,7.7,29.6,11.2,353.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400111-02,2024-04-22,실내공기질/실내공기질/나,가평푸른숲요양병원,3층 휴게실(B동),가평군,가평군수,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경정책과-1907,2024-01-18,경기도보건환경연구원북부지원-6377,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 가평군 석봉로 181,,,,2024-04-22,경기 가평군 상면 물골길 262-23,11,2024-05-07,0,5,203,경기 가평군 상면 물골길 262-23 ,가평군수,실내공기질/실내공기질/나,3층 휴게실(B동),04-22,5/5,4.0,16.2,8.7,425.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400112-01,2024-04-22,실내공기질/실내공기질/나,승진어린이집,1층 도서관,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 화현면 화동로 587-1,11,2024-05-07,0,5,204,경기 포천시 화현면 화동로 587-1 ,포천시장,실내공기질/실내공기질/나,1층 도서관,04-22,5/5,22.9,13.4,8.1,770.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400112-02,2024-04-22,실내공기질/실내공기질/나,승진어린이집,2층 창의쑥쑥반,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 화현면 화동로 587-1,11,2024-05-07,0,5,205,경기 포천시 화현면 화동로 587-1 ,포천시장,실내공기질/실내공기질/나,2층 창의쑥쑥반,04-22,5/5,19.5,30.0,7.0,761.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400113-01,2024-04-22,실내공기질/실내공기질/나,효담전문요양원,1F 면회실,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 가산면 부흥로 718,11,2024-05-07,0,5,206,경기 포천시 가산면 부흥로 718 ,포천시장,실내공기질/실내공기질/나,1F 면회실,04-22,5/5,12.3,17.9,8.3,654.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400113-02,2024-04-22,실내공기질/실내공기질/나,효담전문요양원,2F 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 가산면 부흥로 718,11,2024-05-07,0,5,207,경기 포천시 가산면 부흥로 718 ,포천시장,실내공기질/실내공기질/나,2F 복도,04-22,5/5,7.3,14.6,9.5,623.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400114-01,2024-04-22,실내공기질/실내공기질/나,새맘의료재단,1F 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 포천시 중앙로 87,,,,2024-04-22,경기 포천시 내촌면 금강로2536번길 112-12,11,2024-05-07,0,5,208,경기 포천시 내촌면 금강로2536번길 112-12 ,포천시장,실내공기질/실내공기질/나,1F 로비,04-22,5/5,3.1,14.9,8.0,347.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400114-02,2024-04-22,실내공기질/실내공기질/나,새맘의료재단,3F 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 포천시 중앙로 87,,,,2024-04-22,경기 포천시 내촌면 금강로2536번길 112-12,11,2024-05-07,0,5,209,경기 포천시 내촌면 금강로2536번길 112-12 ,포천시장,실내공기질/실내공기질/나,3F 로비,04-22,5/5,4.0,18.9,11.5,471.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400116-01,2024-04-24,실내공기질/실내공기질/가,보람의정부장례식장,휴게실1,의정부시,의정부시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-5978,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,장례식장,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-04-24,경기 의정부시 추동로 253 (신곡동) 지하1층,4,2024-04-29,0,3,214,경기 의정부시 추동로 253 (신곡동) 지하1층,의정부시장,실내공기질/실내공기질/가,휴게실1,04-24,3/3,,16.0,6.5,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
